(1,STILL,1.0)
(1,STILL,7.0)
(4,UP,15.5)
(8,UP,20.0)
(1,DOWN,24.5)
(10,UP,32.5)
(3,DOWN,39.5)
(7,UP,44.0)
(2,DOWN,48.5)
(9,UP,55.5)
(10,UP,57.0)
(7,DOWN,59.5)
(3,DOWN,62.5)
(6,UP,69.5)
(7,UP,71.0)
(6,DOWN,78.5)
(7,UP,80.0)
(10,UP,82.5)
(2,DOWN,90.0)
(8,UP,95.0)
(10,UP,99.0)
(8,DOWN,101.0)
(5,DOWN,109.5)
(1,DOWN,112.5)
(9,UP,118.0)
(5,DOWN,121.0)
(9,UP,124.0)
(6,DOWN,126.5)
(8,UP,128.5)
(9,UP,130.0)
(5,DOWN,133.0)
(5,STILL,137.0)
(9,UP,140.0)
(3,DOWN,147.0)
(2,DOWN,156.5)
(10,UP,161.5)
(10,STILL,163.5)
(3,DOWN,167.0)
(6,UP,169.5)
(2,DOWN,174.0)
(1,DOWN,175.5)
(10,UP,181.0)
(8,DOWN,183.0)
(8,STILL,185.0)
(8,STILL,187.0)
(9,UP,192.5)
(4,DOWN,196.5)
(5,UP,202.5)
(6,UP,204.0)
(3,DOWN,211.5)
(4,UP,218.5)
(7,UP,227.5)
(3,DOWN,232.0)
(1,DOWN,234.0)
(2,UP,235.5)
(4,UP,237.5)
(9,UP,241.0)
(7,DOWN,243.0)
(2,DOWN,246.5)
(10,UP,251.5)
(7,DOWN,254.0)
(4,DOWN,256.5)
(6,UP,258.5)
(4,DOWN,260.5)
(5,UP,262.0)
(9,UP,265.0)
(1,DOWN,270.0)
(6,UP,273.5)
(4,DOWN,275.5)
(6,UP,277.5)
(7,UP,279.0)
(6,DOWN,284.5)
(8,UP,289.0)
(4,DOWN,296.0)
(6,UP,298.0)
(2,DOWN,301.0)
(4,UP,303.0)
(5,UP,304.5)
(3,DOWN,306.5)
(7,UP,309.5)
(9,UP,311.5)
(10,UP,313.0)
(10,STILL,315.0)
(1,DOWN,319.5)
(6,UP,323.0)
(8,UP,325.0)
(2,DOWN,329.0)
(7,UP,332.5)
(9,UP,334.5)
