(10,UP,4.5)
(8,DOWN,6.5)
(5,DOWN,9.5)
(6,UP,14.5)
(10,UP,24.0)
(5,DOWN,28.5)
(4,DOWN,30.0)
(6,UP,37.0)
(4,DOWN,45.0)
(3,DOWN,52.5)
(7,UP,58.0)
(4,DOWN,60.5)
(9,UP,64.0)
(3,DOWN,71.0)
(10,UP,77.5)
(2,DOWN,84.0)
(5,UP,86.5)
(9,UP,89.5)
(8,DOWN,91.0)
(6,DOWN,93.0)
(7,UP,94.5)
(1,DOWN,101.0)
(3,UP,107.0)
(2,DOWN,112.5)
(6,UP,120.0)
(6,STILL,122.0)
(10,UP,126.0)
(6,DOWN,132.0)
(8,UP,139.0)
(2,DOWN,143.0)
(9,UP,147.5)
(1,DOWN,152.5)
(3,UP,154.5)
(5,UP,156.5)
(10,UP,160.0)
(1,DOWN,165.5)
(5,UP,168.5)
(8,UP,171.0)
(1,DOWN,175.5)
(10,UP,181.0)
(6,DOWN,184.0)
(2,DOWN,187.0)
(7,UP,190.5)
(3,DOWN,193.5)
(10,UP,198.0)
(9,DOWN,199.5)
(3,DOWN,205.0)
(7,UP,210.0)
(4,DOWN,212.5)
(4,STILL,215.0)
(9,UP,217.5)
(9,STILL,221.0)
(5,DOWN,226.0)
(2,DOWN,228.5)
(1,DOWN,232.5)
(6,UP,240.5)
(8,UP,247.0)
(8,STILL,253.0)
(3,DOWN,258.5)
(1,DOWN,265.0)
(4,UP,271.5)
(4,STILL,275.0)
(10,UP,278.0)
(3,DOWN,282.5)
(6,UP,285.0)
(5,DOWN,286.5)
(7,UP,288.5)
(2,DOWN,292.0)
(7,UP,295.5)
(7,STILL,297.5)
(4,DOWN,301.5)
(10,UP,311.0)
(8,DOWN,315.0)
(2,DOWN,325.0)
(10,UP,330.0)
(2,DOWN,335.0)
(3,UP,336.5)
(5,UP,338.5)
(4,DOWN,340.0)
(9,UP,343.5)
(10,UP,345.0)
(1,DOWN,350.5)
(5,UP,353.5)
(5,STILL,357.0)
(9,UP,360.0)
(1,DOWN,365.0)
(4,UP,367.5)
(4,STILL,371.0)
(7,UP,377.5)
(1,DOWN,385.0)
(4,UP,387.5)
(9,UP,392.5)
(6,DOWN,395.0)
(9,UP,401.5)
(3,DOWN,409.0)
(6,UP,411.5)
(3,DOWN,419.5)
(9,UP,423.5)
(6,DOWN,426.0)
(3,DOWN,428.5)
(7,UP,431.5)
(7,STILL,433.5)
(2,DOWN,438.5)
(6,UP,446.0)
(2,DOWN,449.0)
(9,UP,453.5)
(5,DOWN,456.5)
(7,UP,458.5)
(6,DOWN,460.5)
(10,UP,464.0)
(9,DOWN,465.5)
(6,DOWN,471.5)
(4,DOWN,475.0)
(2,DOWN,477.0)
(8,UP,483.0)
(2,DOWN,491.0)
(2,STILL,495.0)
(10,UP,506.0)
(4,DOWN,510.0)
(6,UP,512.0)
(8,UP,514.0)
(3,DOWN,517.5)
(5,UP,519.5)
(7,UP,521.5)
(7,STILL,525.0)
(9,UP,527.0)
(4,DOWN,530.5)
(3,DOWN,532.0)
(9,UP,536.0)
(4,DOWN,539.5)
(5,UP,541.0)
(8,UP,543.5)
(7,DOWN,545.0)
(9,UP,551.0)
(2,DOWN,559.5)
(2,STILL,563.0)
(8,UP,571.0)
(5,DOWN,573.5)
(8,UP,576.0)
(9,UP,577.5)
(6,DOWN,585.5)
(5,DOWN,587.0)
(6,UP,590.5)
(6,STILL,592.5)
(1,DOWN,598.5)
(7,UP,602.5)
(4,DOWN,605.5)
(6,UP,611.0)
(4,DOWN,617.0)
(7,UP,623.5)
(1,DOWN,631.0)
(6,UP,638.5)
(4,DOWN,640.5)
(1,DOWN,643.0)
(6,UP,648.5)
(4,DOWN,650.5)
(2,DOWN,652.5)
(6,UP,656.0)
(1,DOWN,662.5)
(8,UP,669.5)
(8,STILL,671.5)
(7,DOWN,672.5)
(6,DOWN,680.5)
(3,DOWN,683.0)
(2,DOWN,684.5)
(5,UP,691.5)
(10,UP,700.5)
(4,DOWN,707.0)
(1,DOWN,713.5)
(10,UP,719.0)
(2,DOWN,724.0)
(5,UP,726.5)
(6,UP,728.0)
(8,UP,730.0)
(10,UP,735.0)
(5,DOWN,742.5)
(7,UP,747.0)
(9,UP,753.0)
(8,DOWN,758.5)
(7,DOWN,760.0)
(5,DOWN,763.0)
(10,UP,772.5)
(2,DOWN,777.5)
(6,UP,782.0)
(8,UP,785.0)
(7,DOWN,788.5)
(5,DOWN,791.0)
(1,DOWN,796.0)
(5,UP,800.0)
(4,DOWN,801.5)
(8,UP,810.0)
(1,DOWN,819.5)
(1,STILL,823.0)
(4,UP,825.5)
(2,DOWN,829.0)
(5,UP,831.5)
(6,UP,838.5)
(4,DOWN,847.0)
(7,UP,849.5)
(2,DOWN,858.5)
(4,UP,863.0)
(2,DOWN,865.0)
(3,UP,868.5)
(7,UP,872.0)
(8,UP,880.5)
(7,DOWN,882.0)
(4,DOWN,889.5)
(4,STILL,893.0)
(8,UP,896.0)
(8,STILL,898.0)
(9,UP,898.5)
(3,DOWN,905.0)
(5,UP,907.0)
(4,DOWN,910.5)
(6,UP,915.0)
(8,UP,919.0)
(10,UP,921.0)
(7,DOWN,927.5)
(8,UP,929.0)
(7,DOWN,930.5)
(7,STILL,937.0)
(10,UP,941.5)
(3,DOWN,951.5)
(9,UP,959.0)
(8,DOWN,962.5)
(4,DOWN,968.0)
(9,UP,971.5)
(8,DOWN,973.0)
(9,UP,974.5)
(8,DOWN,976.0)
(6,DOWN,978.0)
(3,DOWN,983.5)
(4,UP,986.5)
(5,UP,988.0)
(4,DOWN,989.5)
(3,DOWN,991.0)
(8,UP,998.5)
(9,UP,1000.0)
(4,DOWN,1003.5)
(6,UP,1005.5)
(4,DOWN,1009.0)
(7,UP,1017.5)
(3,DOWN,1024.0)
(1,DOWN,1031.0)
(3,UP,1039.0)
(5,UP,1041.0)
(9,UP,1046.0)
(8,DOWN,1052.5)
(1,DOWN,1057.5)
(10,UP,1063.0)
(7,DOWN,1065.5)
(6,DOWN,1067.0)
(4,DOWN,1069.0)
(7,UP,1075.5)
(1,DOWN,1079.5)
(1,STILL,1081.5)
(2,UP,1082.0)
(7,UP,1085.5)
(6,DOWN,1087.0)
(5,DOWN,1090.5)
(7,UP,1095.0)
(3,DOWN,1098.0)
(7,UP,1102.0)
(2,DOWN,1108.5)
(2,STILL,1115.0)
(2,STILL,1123.0)
(1,DOWN,1126.5)
(4,UP,1135.5)
(4,STILL,1143.0)
(2,DOWN,1144.0)
(2,STILL,1147.0)
(5,UP,1149.5)
(1,DOWN,1152.5)
(1,STILL,1159.0)
(2,UP,1164.5)
(9,UP,1171.5)
(8,DOWN,1176.5)
(6,DOWN,1179.0)
(8,UP,1187.0)
(6,DOWN,1191.0)
(8,UP,1195.0)
(8,STILL,1197.0)
(1,DOWN,1207.5)
(8,UP,1212.0)
(8,STILL,1217.0)
(8,STILL,1221.0)
(6,DOWN,1229.0)
(5,DOWN,1234.5)
(7,UP,1241.0)
(6,DOWN,1242.5)
(2,DOWN,1246.0)
(2,STILL,1249.0)
(5,UP,1250.5)
(2,DOWN,1253.5)
(7,UP,1260.5)
(4,DOWN,1263.0)
(3,DOWN,1264.5)
(10,UP,1275.5)
(2,DOWN,1284.0)
(8,UP,1289.0)
(10,UP,1291.0)
(4,DOWN,1297.0)
(7,UP,1303.5)
(2,DOWN,1307.0)
(10,UP,1314.0)
(9,DOWN,1315.5)
(8,DOWN,1317.0)
(5,DOWN,1325.5)
(6,UP,1327.0)
(10,UP,1334.0)
(7,DOWN,1339.5)
(5,DOWN,1343.0)
(10,UP,1348.5)
(8,DOWN,1350.5)
(4,DOWN,1358.0)
(10,UP,1365.0)
(2,DOWN,1370.0)
(7,UP,1373.5)
(1,DOWN,1377.5)
(3,UP,1379.5)
(6,UP,1382.0)
(2,DOWN,1385.0)
(8,UP,1389.0)
(5,DOWN,1391.5)
(9,UP,1394.5)
(6,DOWN,1397.0)
(6,STILL,1401.0)
(8,UP,1402.0)
(9,UP,1408.5)
(9,STILL,1417.0)
(8,DOWN,1418.5)
(9,UP,1422.5)
(1,DOWN,1430.0)
(9,UP,1435.0)
(3,DOWN,1439.0)
(10,UP,1443.5)
(8,DOWN,1445.5)
(1,DOWN,1450.0)
(7,UP,1454.0)
(2,DOWN,1457.5)
(7,UP,1461.0)
(10,UP,1463.5)
(3,DOWN,1473.5)
(6,UP,1476.0)
(9,UP,1479.5)
(5,DOWN,1488.0)
(10,UP,1491.5)
(2,DOWN,1496.5)
(3,UP,1498.0)
(9,UP,1502.0)
(2,DOWN,1506.5)
(2,STILL,1508.5)
(5,UP,1511.5)
(4,DOWN,1513.0)
(7,UP,1517.5)
(4,DOWN,1520.0)
(2,DOWN,1523.0)
(2,STILL,1527.0)
(6,UP,1532.0)
(6,STILL,1537.0)
(4,DOWN,1539.0)
(2,DOWN,1541.0)
(6,UP,1548.0)
(9,UP,1550.5)
(1,DOWN,1556.0)
(7,UP,1560.0)
(4,DOWN,1565.5)
