(4,UP,1.5)
(3,DOWN,4.5)
(5,UP,7.0)
(8,UP,15.5)
(9,UP,18.5)
(5,DOWN,22.0)
(4,DOWN,23.5)
(7,UP,26.0)
(10,UP,28.5)
(2,DOWN,33.5)
(4,UP,35.5)
(7,UP,38.0)
(8,UP,39.5)
(3,DOWN,44.5)
(8,UP,50.5)
(2,DOWN,59.0)
(9,UP,65.5)
(10,UP,70.5)
(7,DOWN,73.5)
(7,STILL,77.0)
(10,UP,85.5)
(10,STILL,93.0)
(6,DOWN,95.0)
(2,DOWN,100.0)
(2,STILL,103.0)
(10,UP,108.0)
(1,DOWN,116.5)
(2,UP,120.5)
(3,UP,126.5)
(2,DOWN,134.5)
(8,UP,143.0)
(2,DOWN,147.0)
(7,UP,150.5)
(2,DOWN,154.0)
(8,UP,158.0)
(10,UP,160.0)
(5,DOWN,163.5)
(8,UP,166.0)
(4,DOWN,170.0)
(1,DOWN,172.5)
(1,STILL,174.5)
(4,UP,176.0)
(10,UP,180.0)
(10,STILL,182.0)
(7,DOWN,183.5)
(5,DOWN,189.0)
(4,DOWN,190.5)
(6,UP,197.0)
(3,DOWN,199.5)
(8,UP,203.0)
(9,UP,208.5)
(7,DOWN,210.5)
(8,UP,214.5)
(7,DOWN,218.5)
(2,DOWN,224.5)
(4,UP,226.5)
(9,UP,234.5)
(7,DOWN,237.0)
(8,UP,238.5)
(4,DOWN,244.0)
(9,UP,248.5)
(10,UP,250.0)
(6,DOWN,258.0)
(8,UP,265.0)
(1,DOWN,273.5)
(5,UP,276.5)
(5,STILL,279.0)
(6,UP,280.5)
(4,DOWN,287.0)
(3,DOWN,288.5)
(9,UP,292.5)
(3,DOWN,296.5)
(7,UP,300.0)
(6,DOWN,301.5)
(5,DOWN,303.0)
(5,STILL,307.0)
(8,UP,309.5)
(1,DOWN,315.5)
(4,UP,321.5)
(5,UP,323.0)
(6,UP,328.5)
(9,UP,335.5)
(3,DOWN,345.0)
(8,UP,348.5)
(7,DOWN,350.5)
(9,UP,352.5)
(10,UP,354.5)
(7,DOWN,363.5)
(10,UP,371.5)
(1,DOWN,377.0)
(6,UP,380.5)
(7,UP,382.0)
(9,UP,384.0)
(8,DOWN,385.5)
