(2,UP,0.5)
(2,STILL,9.0)
(9,UP,19.5)
(4,DOWN,26.5)
(6,UP,28.5)
(2,DOWN,32.0)
(9,UP,36.5)
(9,STILL,38.5)
(7,DOWN,39.5)
(3,DOWN,42.5)
(10,UP,47.0)
(2,DOWN,52.0)
(10,UP,57.0)
(5,DOWN,60.5)
(6,UP,62.0)
(2,DOWN,65.0)
(8,UP,69.0)
(5,DOWN,71.5)
(10,UP,75.0)
(3,DOWN,79.5)
(7,UP,82.5)
(1,DOWN,86.5)
(1,STILL,88.5)
(4,UP,90.0)
(2,DOWN,95.0)
(2,STILL,101.0)
(7,UP,110.5)
(10,UP,113.0)
(8,DOWN,115.0)
(8,STILL,123.0)
(7,DOWN,126.5)
(3,DOWN,130.0)
(3,STILL,132.0)
(3,STILL,133.0)
(5,UP,134.0)
(8,UP,136.5)
(7,DOWN,138.0)
(6,DOWN,139.5)
(8,UP,143.0)
(2,DOWN,147.0)
(6,UP,150.0)
(1,DOWN,153.5)
(2,UP,155.0)
(5,UP,161.5)
(2,DOWN,164.0)
(1,DOWN,165.5)
(4,UP,173.5)
(4,STILL,181.0)
(3,DOWN,181.5)
(8,UP,185.0)
(5,DOWN,191.5)
(9,UP,198.0)
(2,DOWN,205.5)
(8,UP,209.5)
(2,DOWN,213.5)
(5,UP,216.0)
(1,DOWN,222.0)
(9,UP,230.0)
(9,STILL,233.0)
(5,DOWN,236.0)
(1,DOWN,239.0)
(10,UP,244.5)
(8,DOWN,246.5)
(4,DOWN,249.5)
(7,UP,252.0)
(3,DOWN,255.0)
(5,UP,257.0)
(4,DOWN,258.5)
(5,UP,260.0)
(9,UP,263.0)
(6,DOWN,265.5)
(8,UP,267.5)
(6,DOWN,269.5)
(3,DOWN,275.5)
(10,UP,280.0)
(3,DOWN,284.5)
(5,UP,289.0)
(9,UP,298.0)
(10,UP,300.5)
(6,DOWN,306.0)
(6,STILL,313.0)
(2,DOWN,320.0)
(10,UP,328.0)
(9,DOWN,332.5)
(3,DOWN,337.0)
(3,STILL,339.0)
(4,UP,339.5)
(2,DOWN,341.5)
(4,UP,343.5)
(10,UP,347.5)
(3,DOWN,353.5)
(8,UP,357.0)
(8,STILL,361.0)
(6,DOWN,367.0)
(10,UP,376.0)
(5,DOWN,379.5)
(1,DOWN,382.5)
(3,UP,384.5)
(6,UP,387.5)
